url,description
https://talent.hyundai.com/apply/applyView.hc?recuYy=2025&recuType=N2&recuCls=396,"HYUNDAI

[로보틱스랩] Bi-Manipulator 제어

지원자격
· 기계공학/전기전자/로봇공학 관련 분야에서 석사 학위를 보유하신 분
· 5년 이상의 아래 직무 수행 경험을 보유하신 분
- Bi-Manipulator 로봇 제어 및 모션 플래닝
- 로봇 하드웨어 Sim-to-Real 구현/개발
- Real-Time OS 및 EtherCAT 기반 로봇 시스템을 사용하여 제어 알고리즘을 구현
· 비즈니스 영어 커뮤니케이션 및 영어 문서 작성 역량을 보유하신 분
· C/C++/Python/MATLAB 활용이 가능하신 분
우대사항
· 기계공학/전기전자/로봇공학 관련 분야에서 박사 학위를 보유하신 분
· 최적 제어, 강인 제어, 로봇 공학, 강화 학습 기반 제어에 대한 경험을 보유하신 분
· Real-Time Linux, EtherCAT, Learning Framework, Python or C++ 활용 능력이 우수하신 분
