edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
1992 Winter Olympics,44,KOR,Alpine Skiing,"Downhill, Men",1382,Choi Yong-Hee,84749,39,,False
1992 Winter Olympics,44,KOR,Alpine Skiing,"Super G, Men",1383,Hur Seung-Wook,87245,54,,False
1992 Winter Olympics,44,KOR,Alpine Skiing,"Super G, Men",1383,Choi Yong-Hee,84749,63,,False
1992 Winter Olympics,44,KOR,Alpine Skiing,"Giant Slalom, Men",1384,Choi Yong-Hee,84749,DNF,,False
1992 Winter Olympics,44,KOR,Alpine Skiing,"Giant Slalom, Men",1384,Hur Seung-Wook,87245,DQ,,False
1992 Winter Olympics,44,KOR,Alpine Skiing,"Slalom, Men",1387,Choi Yong-Hee,84749,40,,False
1992 Winter Olympics,44,KOR,Alpine Skiing,"Slalom, Men",1387,Hur Seung-Wook,87245,DNF,,False
1992 Winter Olympics,44,KOR,Alpine Skiing,"Combined, Men",1390,Choi Yong-Hee,84749,32,,False
1992 Winter Olympics,44,KOR,Alpine Skiing,"Combined, Men",1390,Hur Seung-Wook,87245,DNF,,False
1992 Winter Olympics,44,KOR,Biathlon,"10 kilometres Sprint, Men",1550,Hong Byung-Sik,86759,84,,False
1992 Winter Olympics,44,KOR,Biathlon,"10 kilometres Sprint, Men",1550,Jang Dong-Lin,87462,88,,False
1992 Winter Olympics,44,KOR,Biathlon,"10 kilometres Sprint, Men",1550,Kim Woon-Ki,87955,89,,False
1992 Winter Olympics,44,KOR,Biathlon,"10 kilometres Sprint, Men",1550,Han Myung-Hee,86425,90,,False
1992 Winter Olympics,44,KOR,Biathlon,"20 kilometres, Men",1551,Hong Byung-Sik,86759,87,,False
1992 Winter Olympics,44,KOR,Biathlon,"20 kilometres, Men",1551,Jang Dong-Lin,87462,88,,False
1992 Winter Olympics,44,KOR,Biathlon,"20 kilometres, Men",1551,Han Myung-Hee,86425,89,,False
1992 Winter Olympics,44,KOR,Biathlon,"4 × 7.5 kilometres Relay, Men",1552,Kim Woon-Ki,87955,21,,True
1992 Winter Olympics,44,KOR,Biathlon,"4 × 7.5 kilometres Relay, Men",1552,Hong Byung-Sik,86759,21,,True
1992 Winter Olympics,44,KOR,Biathlon,"4 × 7.5 kilometres Relay, Men",1552,Jang Dong-Lin,87462,21,,True
1992 Winter Olympics,44,KOR,Biathlon,"4 × 7.5 kilometres Relay, Men",1552,Han Myung-Hee,86425,21,,True
1992 Winter Olympics,44,KOR,Cross Country Skiing,"10 kilometres, Men",2026,Park Byung-Chul,96209,40,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"10 kilometres, Men",2026,Ahn Jin-Soo,83584,77,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"10 kilometres, Men",2026,Kim Kwang-Rae,87952,85,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"10 kilometres, Men",2026,Wi Jae-Wook,98927,95,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"30 kilometres, Men",2030,Park Byung-Chul,96209,55,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"30 kilometres, Men",2030,Ahn Jin-Soo,83584,70,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"30 kilometres, Men",2030,Kim Kwang-Rae,87952,71,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"30 kilometres, Men",2030,Wi Jae-Wook,98927,DNF,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"10/15 kilometres Pursuit, Men",2027,Park Byung-Chul,96209,51,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"10/15 kilometres Pursuit, Men",2027,Ahn Jin-Soo,83584,79,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"10/15 kilometres Pursuit, Men",2027,Kim Kwang-Rae,87952,81,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"10/15 kilometres Pursuit, Men",2027,Wi Jae-Wook,98927,86,,False
1992 Winter Olympics,44,KOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2032,Park Byung-Chul,96209,15,,True
1992 Winter Olympics,44,KOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2032,Ahn Jin-Soo,83584,15,,True
1992 Winter Olympics,44,KOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2032,Wi Jae-Wook,98927,15,,True
1992 Winter Olympics,44,KOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2032,Kim Kwang-Rae,87952,15,,True
1992 Winter Olympics,44,KOR,Figure Skating,"Singles, Men",13956,Jung Sung-Il,87672,21,,False
1992 Winter Olympics,44,KOR,Figure Skating,"Singles, Women",13977,Lee Eun-Hee,81639,28 r1/2,,False
1992 Winter Olympics,44,KOR,Short Track Speed Skating,"1,000 metres, Men",481,Kim Gi-Hun,87949,1,Gold,False
1992 Winter Olympics,44,KOR,Short Track Speed Skating,"1,000 metres, Men",481,Lee Jun-Ho,89504,3,Bronze,False
1992 Winter Olympics,44,KOR,Short Track Speed Skating,"1,000 metres, Men",481,Song Jae-Geun,97699,20,,False
1992 Winter Olympics,44,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",501,Song Jae-Geun,97699,1,Gold,True
1992 Winter Olympics,44,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",501,Kim Gi-Hun,87949,1,Gold,True
1992 Winter Olympics,44,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",501,Lee Jun-Ho,89504,1,Gold,True
1992 Winter Olympics,44,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",501,Mo Ji-Su,95507,1,Gold,True
1992 Winter Olympics,44,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",501,Lee Sung-Uk,1005122,1,Gold,True
1992 Winter Olympics,44,KOR,Short Track Speed Skating,"500 metres, Women",510,Kim So-Hui,81497,9,,False
1992 Winter Olympics,44,KOR,Short Track Speed Skating,"500 metres, Women",510,Jeon I-Gyeong,80843,12,,False
1992 Winter Olympics,44,KOR,Speed Skating,"500 metres, Men",1074,Kim Yun-Man,87957,10,,False
1992 Winter Olympics,44,KOR,Speed Skating,"500 metres, Men",1074,Jegar Seong-Ryeol,87430,12,,False
1992 Winter Olympics,44,KOR,Speed Skating,"500 metres, Men",1074,Lee In-Hun,89502,=31,,False
1992 Winter Olympics,44,KOR,Speed Skating,"1,000 metres, Men",1075,Kim Yun-Man,87957,2,Silver,False
1992 Winter Olympics,44,KOR,Speed Skating,"1,000 metres, Men",1075,Jegar Seong-Ryeol,87430,=26,,False
1992 Winter Olympics,44,KOR,Speed Skating,"1,000 metres, Men",1075,Lee In-Hun,89502,39,,False
1992 Winter Olympics,44,KOR,Speed Skating,"1,500 metres, Men",1076,Oh Yong-Seok,95991,39,,False
1992 Winter Olympics,44,KOR,Speed Skating,"5,000 metres, Men",1077,Oh Yong-Seok,95991,23,,False
1992 Winter Olympics,44,KOR,Speed Skating,"500 metres, Women",1079,Yu Seon-Hui,83092,9,,False
1992 Winter Olympics,44,KOR,Speed Skating,"1,000 metres, Women",1080,Yu Seon-Hui,83092,11,,False
1994 Winter Olympics,45,KOR,Alpine Skiing,"Giant Slalom, Men",1410,Hur Seung-Wook,87245,33,,False
1994 Winter Olympics,45,KOR,Alpine Skiing,"Slalom, Men",1413,Hur Seung-Wook,87245,21,,False
1994 Winter Olympics,45,KOR,Cross Country Skiing,"10 kilometres, Men",2046,Ahn Jin-Soo,83584,75,,False
1994 Winter Olympics,45,KOR,Cross Country Skiing,"10 kilometres, Men",2046,Park Byung-Chul,96209,77,,False
1994 Winter Olympics,45,KOR,Cross Country Skiing,"30 kilometres, Men",2050,Ahn Jin-Soo,83584,51,,False
1994 Winter Olympics,45,KOR,Cross Country Skiing,"30 kilometres, Men",2050,Park Byung-Chul,96209,56,,False
1994 Winter Olympics,45,KOR,Cross Country Skiing,"10/15 kilometres Pursuit, Men",2047,Park Byung-Chul,96209,65,,False
1994 Winter Olympics,45,KOR,Cross Country Skiing,"10/15 kilometres Pursuit, Men",2047,Ahn Jin-Soo,83584,68,,False
1994 Winter Olympics,45,KOR,Figure Skating,"Singles, Men",14062,Jung Sung-Il,87672,17,,False
1994 Winter Olympics,45,KOR,Figure Skating,"Singles, Women",14083,Lily Lee,81642,21,,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"500 metres, Men",535,Chae Ji-Hun,84684,1,Gold,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"500 metres, Men",535,Lee Jun-Ho,89504,6,,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"500 metres, Men",535,Kim Gi-Hun,87949,12,,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"1,000 metres, Men",555,Kim Gi-Hun,87949,1,Gold,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"1,000 metres, Men",555,Chae Ji-Hun,84684,2,Silver,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"1,000 metres, Men",555,Lee Jun-Ho,89504,5,,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"500 metres, Women",581,Won Hye-Gyeong,83060,4,,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"500 metres, Women",581,Kim So-Hui,81497,5,,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"500 metres, Women",581,Jeon I-Gyeong,80843,15,,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"1,000 metres, Women",601,Jeon I-Gyeong,80843,1,Gold,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"1,000 metres, Women",601,Kim So-Hui,81497,3,Bronze,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"1,000 metres, Women",601,Won Hye-Gyeong,83060,9,,False
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",621,Jeon I-Gyeong,80843,1,Gold,True
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",621,Kim So-Hui,81497,1,Gold,True
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",621,Kim Yun-Mi,81500,1,Gold,True
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",621,Won Hye-Gyeong,83060,1,Gold,True
1994 Winter Olympics,45,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",621,Kim Ryang-Hee,1005117,1,Gold,True
1994 Winter Olympics,45,KOR,Speed Skating,"500 metres, Men",1084,Kim Yun-Man,87957,14,,False
1994 Winter Olympics,45,KOR,Speed Skating,"500 metres, Men",1084,Jegar Seong-Ryeol,87430,30,,False
1994 Winter Olympics,45,KOR,Speed Skating,"500 metres, Men",1084,Lee Jae-Sik,89503,=34,,False
1994 Winter Olympics,45,KOR,Speed Skating,"500 metres, Men",1084,Lee Gyu-Hyeok,89506,36,,False
1994 Winter Olympics,45,KOR,Speed Skating,"1,000 metres, Men",1085,Kim Yun-Man,87957,18,,False
1994 Winter Olympics,45,KOR,Speed Skating,"1,000 metres, Men",1085,Lee Gyu-Hyeok,89506,32,,False
1994 Winter Olympics,45,KOR,Speed Skating,"1,000 metres, Men",1085,Jegar Seong-Ryeol,87430,39,,False
1994 Winter Olympics,45,KOR,Speed Skating,"1,000 metres, Men",1085,Lee Jae-Sik,89503,40,,False
1994 Winter Olympics,45,KOR,Speed Skating,"1,500 metres, Men",1086,Lee Jae-Sik,89503,41,,False
1994 Winter Olympics,45,KOR,Speed Skating,"500 metres, Women",1089,Yu Seon-Hui,83092,5,,False
1994 Winter Olympics,45,KOR,Speed Skating,"500 metres, Women",1089,Gang Mi-Yeong,81440,28,,False
1994 Winter Olympics,45,KOR,Speed Skating,"500 metres, Women",1089,Jeong Bae-Yeong,81396,31,,False
1994 Winter Olympics,45,KOR,Speed Skating,"500 metres, Women",1089,Cheon Hui-Ju,80842,32,,False
1994 Winter Olympics,45,KOR,Speed Skating,"1,000 metres, Women",1090,Yu Seon-Hui,83092,15,,False
1994 Winter Olympics,45,KOR,Speed Skating,"1,000 metres, Women",1090,Gang Mi-Yeong,81440,32,,False
1994 Winter Olympics,45,KOR,Speed Skating,"1,000 metres, Women",1090,Cheon Hui-Ju,80842,35,,False
1994 Winter Olympics,45,KOR,Speed Skating,"1,000 metres, Women",1090,Jeong Bae-Yeong,81396,36,,False
1994 Winter Olympics,45,KOR,Speed Skating,"1,500 metres, Women",1091,Cheon Hui-Ju,80842,30,,False
1994 Winter Olympics,45,KOR,Speed Skating,"3,000 metres, Women",1092,Baek Eun-Bi,80579,23,,False
1998 Winter Olympics,46,KOR,Alpine Skiing,"Giant Slalom, Men",1436,Hur Seung-Wook,87245,33,,False
1998 Winter Olympics,46,KOR,Alpine Skiing,"Giant Slalom, Men",1436,Byun Jong-Moon,99536,DNF,,False
1998 Winter Olympics,46,KOR,Alpine Skiing,"Slalom, Men",1439,Hur Seung-Wook,87245,23,,False
1998 Winter Olympics,46,KOR,Alpine Skiing,"Slalom, Men",1439,Byun Jong-Moon,99536,DNF,,False
1998 Winter Olympics,46,KOR,Biathlon,"10 kilometres Sprint, Men",1573,Jeon Jae-Won,99645,70,,False
1998 Winter Olympics,46,KOR,Biathlon,"20 kilometres, Men",1574,Jeon Jae-Won,99645,71,,False
1998 Winter Olympics,46,KOR,Cross Country Skiing,"10 kilometres, Men",2066,Park Byung-Chul,96209,53,,False
1998 Winter Olympics,46,KOR,Cross Country Skiing,"10 kilometres, Men",2066,Ahn Jin-Soo,83584,74,,False
1998 Winter Olympics,46,KOR,Cross Country Skiing,"10 kilometres, Men",2066,Park Byeong-Ju,100092,79,,False
1998 Winter Olympics,46,KOR,Cross Country Skiing,"30 kilometres, Men",2070,Park Byung-Chul,96209,55,,False
1998 Winter Olympics,46,KOR,Cross Country Skiing,"30 kilometres, Men",2070,Ahn Jin-Soo,83584,63,,False
1998 Winter Olympics,46,KOR,Cross Country Skiing,"50 kilometres, Men",2071,Shin Doo-Sun,100091,61,,False
1998 Winter Olympics,46,KOR,Cross Country Skiing,"10/15 kilometres Pursuit, Men",2067,Ahn Jin-Soo,83584,66,,False
1998 Winter Olympics,46,KOR,Cross Country Skiing,"10/15 kilometres Pursuit, Men",2067,Park Byeong-Ju,100092,67,,False
1998 Winter Olympics,46,KOR,Cross Country Skiing,"10/15 kilometres Pursuit, Men",2067,Park Byung-Chul,96209,DNF,,False
1998 Winter Olympics,46,KOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2072,Park Byung-Chul,96209,20,,True
1998 Winter Olympics,46,KOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2072,Ahn Jin-Soo,83584,20,,True
1998 Winter Olympics,46,KOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2072,Shin Doo-Sun,100091,20,,True
1998 Winter Olympics,46,KOR,Cross Country Skiing,"4 × 10 kilometres Relay, Men",2072,Park Byeong-Ju,100092,20,,True
1998 Winter Olympics,46,KOR,Figure Skating,"Singles, Men",14168,Lee Kyu-Hyun,100153,24,,False
1998 Winter Olympics,46,KOR,Luge,"Singles, Men",178,Lee Gi-Ro,100489,29,,False
1998 Winter Olympics,46,KOR,Luge,"Singles, Men",178,Gang Gwang-Bae,100485,31,,False
1998 Winter Olympics,46,KOR,Luge,"Singles, Men",178,Lee Yong,100491,32,,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"500 metres, Men",627,Chae Ji-Hun,84684,5,,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"500 metres, Men",627,Kim Dong-Seong,100242,8,,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"500 metres, Men",627,Lee Jun-Hwan,100245,12,,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"1,000 metres, Men",647,Kim Dong-Seong,100242,1,Gold,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"1,000 metres, Men",647,Lee Jun-Hwan,100245,7,,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"1,000 metres, Men",647,Chae Ji-Hun,84684,10,,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",667,Chae Ji-Hun,84684,2,Silver,True
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",667,Lee Jun-Hwan,100245,2,Silver,True
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",667,Lee Ho-Eung,100261,2,Silver,True
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",667,Kim Dong-Seong,100242,2,Silver,True
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",667,Kim Sun-Tae,1005105,2,Silver,True
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"500 metres, Women",673,Jeon I-Gyeong,80843,3,Bronze,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"500 metres, Women",673,Choi Min-Gyeong,100213,4,,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"500 metres, Women",673,Kim Yun-Mi,81500,10,,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"1,000 metres, Women",693,Jeon I-Gyeong,80843,1,Gold,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"1,000 metres, Women",693,Won Hye-Gyeong,83060,3,Bronze,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"1,000 metres, Women",693,Kim Yun-Mi,81500,6,,False
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",713,Jeon I-Gyeong,80843,1,Gold,True
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",713,Won Hye-Gyeong,83060,1,Gold,True
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",713,An Sang-Mi,100233,1,Gold,True
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",713,Kim Yun-Mi,81500,1,Gold,True
1998 Winter Olympics,46,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",713,Choi Min-Gyeong,100213,1,Gold,True
1998 Winter Olympics,46,KOR,Ski Jumping,"Normal Hill, Individual, Men",2439,Choi Heung-Cheol,99855,46,,False
1998 Winter Olympics,46,KOR,Ski Jumping,"Normal Hill, Individual, Men",2439,Choi Yong-Jik,99856,53,,False
1998 Winter Olympics,46,KOR,Ski Jumping,"Normal Hill, Individual, Men",2439,Kim Hyeon-Gi,99880,59,,False
1998 Winter Olympics,46,KOR,Ski Jumping,"Normal Hill, Individual, Men",2439,Kim Heung-Soo,99881,61,,False
1998 Winter Olympics,46,KOR,Ski Jumping,"Large Hill, Individual, Men",2442,Choi Heung-Cheol,99855,40,,False
1998 Winter Olympics,46,KOR,Ski Jumping,"Large Hill, Individual, Men",2442,Kim Hyeon-Gi,99880,51,,False
1998 Winter Olympics,46,KOR,Ski Jumping,"Large Hill, Individual, Men",2442,Choi Yong-Jik,99856,53,,False
1998 Winter Olympics,46,KOR,Ski Jumping,"Large Hill, Individual, Men",2442,Kim Heung-Soo,99881,62,,False
1998 Winter Olympics,46,KOR,Ski Jumping,"Large Hill, Team, Men",2445,Kim Heung-Soo,99881,13,,True
1998 Winter Olympics,46,KOR,Ski Jumping,"Large Hill, Team, Men",2445,Kim Hyeon-Gi,99880,13,,True
1998 Winter Olympics,46,KOR,Ski Jumping,"Large Hill, Team, Men",2445,Choi Yong-Jik,99856,13,,True
1998 Winter Olympics,46,KOR,Ski Jumping,"Large Hill, Team, Men",2445,Choi Heung-Cheol,99855,13,,True
1998 Winter Olympics,46,KOR,Speed Skating,"500 metres, Men",1094,Kim Yun-Man,87957,7,,False
1998 Winter Olympics,46,KOR,Speed Skating,"500 metres, Men",1094,Lee Gyu-Hyeok,89506,8,,False
1998 Winter Olympics,46,KOR,Speed Skating,"500 metres, Men",1094,Jegar Seong-Ryeol,87430,=16,,False
1998 Winter Olympics,46,KOR,Speed Skating,"500 metres, Men",1094,Kim Jin-Su,99357,34,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,000 metres, Men",1097,Lee Gyu-Hyeok,89506,13,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,000 metres, Men",1097,Kim Yun-Man,87957,20,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,000 metres, Men",1097,Cheon Ju-Hyeon,99363,=21,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,000 metres, Men",1097,Jegar Seong-Ryeol,87430,30,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,500 metres, Men",1098,Choi Jae-Bong,99373,12,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,500 metres, Men",1098,Cheon Ju-Hyeon,99363,15,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,500 metres, Men",1098,Jeong Jin-Uk,99369,39,,False
1998 Winter Olympics,46,KOR,Speed Skating,"5,000 metres, Men",1099,Choi Jae-Bong,99373,29,,False
1998 Winter Olympics,46,KOR,Speed Skating,"500 metres, Women",1101,Choi Seung-Yong,100735,=24,,False
1998 Winter Olympics,46,KOR,Speed Skating,"500 metres, Women",1101,Cheon Hui-Ju,80842,29,,False
1998 Winter Olympics,46,KOR,Speed Skating,"500 metres, Women",1101,Gang Mi-Yeong,81440,30,,False
1998 Winter Olympics,46,KOR,Speed Skating,"500 metres, Women",1101,Kim Ju-Hyeon,99400,=33,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,000 metres, Women",1104,Choi Seung-Yong,100735,24,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,000 metres, Women",1104,Cheon Hui-Ju,80842,30,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,000 metres, Women",1104,Kim Ju-Hyeon,99400,35,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,000 metres, Women",1104,Gang Mi-Yeong,81440,38,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,500 metres, Women",1105,Baek Eun-Bi,80579,25,,False
1998 Winter Olympics,46,KOR,Speed Skating,"1,500 metres, Women",1105,Lee Gyeong-Nam,99418,26,,False
1998 Winter Olympics,46,KOR,Speed Skating,"3,000 metres, Women",1106,Lee Gyeong-Nam,99418,20,,False
1998 Winter Olympics,46,KOR,Speed Skating,"3,000 metres, Women",1106,Baek Eun-Bi,80579,23,,False
2002 Winter Olympics,47,KOR,Alpine Skiing,"Giant Slalom, Men",1462,Gang Min-Hyeok,101801,46,,False
2002 Winter Olympics,47,KOR,Alpine Skiing,"Giant Slalom, Men",1462,Byun Jong-Moon,99536,47,,False
2002 Winter Olympics,47,KOR,Alpine Skiing,"Giant Slalom, Men",1462,Hur Seung-Wook,87245,DNF,,False
2002 Winter Olympics,47,KOR,Alpine Skiing,"Slalom, Men",1465,Gang Min-Hyeok,101801,30,,False
2002 Winter Olympics,47,KOR,Alpine Skiing,"Slalom, Men",1465,Byun Jong-Moon,99536,31,,False
2002 Winter Olympics,47,KOR,Alpine Skiing,"Slalom, Men",1465,Lee Ki-Hyun,101825,DNF,,False
2002 Winter Olympics,47,KOR,Alpine Skiing,"Slalom, Men",1465,Hur Seung-Wook,87245,DQ,,False
2002 Winter Olympics,47,KOR,Alpine Skiing,"Giant Slalom, Women",1476,Yoo Hye-Min,101838,DNF,,False
2002 Winter Olympics,47,KOR,Biathlon,"10 kilometres Sprint, Men",1585,Shin Byung-Kook,101216,80,,False
2002 Winter Olympics,47,KOR,Biathlon,"20 kilometres, Men",1586,Shin Byung-Kook,101216,75,,False
2002 Winter Olympics,47,KOR,Biathlon,"7.5 kilometres Sprint, Women",1592,Kim Ja-Youn,101186,69,,False
2002 Winter Olympics,47,KOR,Biathlon,"15 kilometres, Women",1593,Kim Ja-Youn,101186,66,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"Sprint, Men",2092,Shin Doo-Sun,100091,56,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"15 kilometres, Men",2086,Park Byeong-Ju,100092,62,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"15 kilometres, Men",2086,Choi Im-Heon,101341,64,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"30 kilometres, Men",2090,Park Byeong-Ju,100092,55,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"30 kilometres, Men",2090,Shin Doo-Sun,100091,59,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"30 kilometres, Men",2090,Jeong Ui-Myeong,101043,DNF,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"10/10 kilometres Pursuit, Men",2087,Shin Doo-Sun,100091,62 r1/2,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"10/10 kilometres Pursuit, Men",2087,Park Byeong-Ju,100092,66 r1/2,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"10/10 kilometres Pursuit, Men",2087,Jeong Ui-Myeong,101043,73 r1/2,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"Sprint, Women",2114,Lee Chae-Won,101004,52,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"10 kilometres, Women",2108,Lee Chae-Won,101004,54,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"15 kilometres, Women",2112,Lee Chae-Won,101004,46,,False
2002 Winter Olympics,47,KOR,Cross Country Skiing,"5/5 kilometres Pursuit, Women",2109,Lee Chae-Won,101004,66 r1/2,,False
2002 Winter Olympics,47,KOR,Figure Skating,"Singles, Men",14274,Lee Kyu-Hyun,100153,28 r1/2,,False
2002 Winter Olympics,47,KOR,Figure Skating,"Singles, Women",14295,Park Bit-Na,101858,26 r1/2,,False
2002 Winter Olympics,47,KOR,Figure Skating,"Ice Dancing, Mixed",14337,Yang Tae-Hwa,101629,24,,True
2002 Winter Olympics,47,KOR,Figure Skating,"Ice Dancing, Mixed",14337,Lee Chuen-Gun,101630,24,,True
2002 Winter Olympics,47,KOR,Luge,"Singles, Men",195,Lee Hak-Jin,101271,36,,False
2002 Winter Olympics,47,KOR,Luge,"Singles, Men",195,Kim Min-Gyu,101274,42,,False
2002 Winter Olympics,47,KOR,Luge,"Singles, Men",195,Lee Chang-Yong,101281,DNF,,False
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"500 metres, Men",719,Kim Dong-Seong,100242,6,,False
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"500 metres, Men",719,Lee Seung-Jae,101782,DQ,,False
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"1,000 metres, Men",739,Hyeon-Su An,101557,4,,False
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"1,000 metres, Men",739,Kim Dong-Seong,100242,5,,False
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"1,500 metres, Men",759,Kim Dong-Seong,100242,12,,False
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"1,500 metres, Men",759,Hyeon-Su An,101557,13,,False
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",773,Kim Dong-Seong,100242,DQ,,True
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",773,Min Ryong,101783,DQ,,True
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",773,Lee Seung-Jae,101782,DQ,,True
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",773,Oh Se-Jong,101784,DQ,,True
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",773,Hyeon-Su An,101557,DQ,,True
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"500 metres, Women",779,Choi Eun-Gyeong,101418,7,,False
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"500 metres, Women",779,Ju Min-Jin,101549,9,,False
2002 Winter Olympics,47,KOR,Short Track Speed Skating,"1,000 metres, Women",799,Go Gi-Hyeon,101409,2,Silver,False
