edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
2014 Winter Olympics,58,KOR,Luge,"Doubles, Open",350412,Park Jin-Yong,128093,18,,True
2014 Winter Olympics,58,KOR,Luge,"Doubles, Open",350412,Jo Jeong-Myeong,128091,18,,True
2014 Winter Olympics,58,KOR,Luge,"Singles, Women",350415,Seong Eun-Ryeong,128090,29,,False
2014 Winter Olympics,58,KOR,Luge,"Team Relay, Mixed",350422,Seong Eun-Ryeong,128090,12,,True
2014 Winter Olympics,58,KOR,Luge,"Team Relay, Mixed",350422,Kim Dong-Hyeon,128092,12,,True
2014 Winter Olympics,58,KOR,Luge,"Team Relay, Mixed",350422,Park Jin-Yong,128093,12,,True
2014 Winter Olympics,58,KOR,Luge,"Team Relay, Mixed",350422,Jo Jeong-Myeong,128091,12,,True
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"500 metres, Men",350686,Lee Han-Bin,128113,11,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"500 metres, Men",350686,Park Se-Yeong,128114,14,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"1,000 metres, Men",350707,Sin Da-Un,128115,7,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"1,000 metres, Men",350707,Lee Han-Bin,128113,8,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"1,500 metres, Men",350728,Lee Han-Bin,128113,6,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"1,500 metres, Men",350728,Sin Da-Un,128115,10,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"1,500 metres, Men",350728,Park Se-Yeong,128114,13,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",350743,Kim Yun-Jae,128112,7,,True
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",350743,Lee Han-Bin,128113,7,,True
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",350743,Lee Ho-Seok,109911,7,,True
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",350743,Park Se-Yeong,128114,7,,True
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",350743,Sin Da-Un,128115,7,,True
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"500 metres, Women",350750,Park Seung-Hui,119791,3,Bronze,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"500 metres, Women",350750,Kim A-Rang,128109,10,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"500 metres, Women",350750,Sim Seok-Hui,128111,14,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"1,000 metres, Women",350771,Park Seung-Hui,119791,1,Gold,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"1,000 metres, Women",350771,Sim Seok-Hui,128111,3,Bronze,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"1,000 metres, Women",350771,Kim A-Rang,128109,10,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"1,500 metres, Women",350792,Sim Seok-Hui,128111,2,Silver,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"1,500 metres, Women",350792,Kim A-Rang,128109,13,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"1,500 metres, Women",350792,Jo Hae-Ri,119757,19,,False
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",350807,Jo Hae-Ri,119757,1,Gold,True
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",350807,Kim A-Rang,128109,1,Gold,True
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",350807,Gong Sang-Jeong,128110,1,Gold,True
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",350807,Park Seung-Hui,119791,1,Gold,True
2014 Winter Olympics,58,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",350807,Sim Seok-Hui,128111,1,Gold,True
2014 Winter Olympics,58,KOR,Skeleton,"Skeleton, Men",350433,Yun Seong-Bin,128095,16,,False
2014 Winter Olympics,58,KOR,Skeleton,"Skeleton, Men",350433,Lee Han-Sin,128094,24,,False
2014 Winter Olympics,58,KOR,Ski Jumping,"Normal Hill, Individual, Men",350447,Choi Seo-Wu,99856,34,,False
2014 Winter Olympics,58,KOR,Ski Jumping,"Normal Hill, Individual, Men",350447,Kim Hyeon-Gi,99880,42,,False
2014 Winter Olympics,58,KOR,Ski Jumping,"Normal Hill, Individual, Men",350447,Choi Heung-Cheol,99855,43,,False
2014 Winter Olympics,58,KOR,Ski Jumping,"Normal Hill, Individual, Men",350447,Gang Chil-Gu,101150,52,,False
2014 Winter Olympics,58,KOR,Ski Jumping,"Large Hill, Individual, Men",350452,Choi Seo-Wu,99856,39,,False
2014 Winter Olympics,58,KOR,Ski Jumping,"Large Hill, Individual, Men",350452,Choi Heung-Cheol,99855,44,,False
2014 Winter Olympics,58,KOR,Ski Jumping,"Large Hill, Individual, Men",350452,Kim Hyeon-Gi,99880,54,,False
2014 Winter Olympics,58,KOR,Ski Jumping,"Large Hill, Individual, Men",350452,Gang Chil-Gu,101150,55,,False
2014 Winter Olympics,58,KOR,Ski Jumping,"Large Hill, Team, Men",350457,Gang Chil-Gu,101150,11,,True
2014 Winter Olympics,58,KOR,Ski Jumping,"Large Hill, Team, Men",350457,Kim Hyeon-Gi,99880,11,,True
2014 Winter Olympics,58,KOR,Ski Jumping,"Large Hill, Team, Men",350457,Choi Heung-Cheol,99855,11,,True
2014 Winter Olympics,58,KOR,Ski Jumping,"Large Hill, Team, Men",350457,Choi Seo-Wu,99856,11,,True
2014 Winter Olympics,58,KOR,Snowboarding,"Parallel Giant Slalom, Men",350464,Kim Sang-Gyeom,128098,17,,False
2014 Winter Olympics,58,KOR,Snowboarding,"Parallel Giant Slalom, Men",350464,Sin Bong-Sik,128100,26,,False
2014 Winter Olympics,58,KOR,Snowboarding,"Parallel Slalom, Men",350488,Sin Bong-Sik,128100,23,,False
2014 Winter Olympics,58,KOR,Snowboarding,"Parallel Slalom, Men",350488,Kim Sang-Gyeom,128098,26,,False
2014 Winter Olympics,58,KOR,Snowboarding,"Halfpipe, Men",350512,Lee Gwang-Gi,128099,20,,False
2014 Winter Olympics,58,KOR,Snowboarding,"Halfpipe, Men",350512,Kim Ho-Jun,119586,28,,False
2014 Winter Olympics,58,KOR,Speed Skating,"500 metres, Men",350644,Mo Tae-Beom,119703,4,,False
2014 Winter Olympics,58,KOR,Speed Skating,"500 metres, Men",350644,Lee Gyu-Hyeok,89506,18,,False
2014 Winter Olympics,58,KOR,Speed Skating,"500 metres, Men",350644,Kim Jun-Ho,128107,21,,False
2014 Winter Olympics,58,KOR,Speed Skating,"500 metres, Men",350644,Lee Gang-Seok,110052,22,,False
2014 Winter Olympics,58,KOR,Speed Skating,"1,000 metres, Men",350647,Mo Tae-Beom,119703,12,,False
2014 Winter Olympics,58,KOR,Speed Skating,"1,000 metres, Men",350647,Lee Gyu-Hyeok,89506,21,,False
2014 Winter Olympics,58,KOR,Speed Skating,"1,000 metres, Men",350647,Kim Tae-Yun,128108,30,,False
2014 Winter Olympics,58,KOR,Speed Skating,"1,500 metres, Men",350648,Ju Hyeong-Jun,128105,29,,False
2014 Winter Olympics,58,KOR,Speed Skating,"5,000 metres, Men",350649,Lee Seung-Hun,119690,12,,False
2014 Winter Olympics,58,KOR,Speed Skating,"5,000 metres, Men",350649,Kim Cheol-Min,128106,24,,False
2014 Winter Olympics,58,KOR,Speed Skating,"10,000 metres, Men",350650,Lee Seung-Hun,119690,4,,False
2014 Winter Olympics,58,KOR,Speed Skating,"Team Pursuit (8 laps), Men",350651,Ju Hyeong-Jun,128105,2,Silver,True
2014 Winter Olympics,58,KOR,Speed Skating,"Team Pursuit (8 laps), Men",350651,Kim Cheol-Min,128106,2,Silver,True
2014 Winter Olympics,58,KOR,Speed Skating,"Team Pursuit (8 laps), Men",350651,Lee Seung-Hun,119690,2,Silver,True
2014 Winter Olympics,58,KOR,Speed Skating,"Team Pursuit (8 laps), Men",350651,Mo Tae-Beom,119703,2,Silver,True
2014 Winter Olympics,58,KOR,Speed Skating,"500 metres, Women",350665,Lee Sang-Hwa,110124,1,Gold,False
2014 Winter Olympics,58,KOR,Speed Skating,"500 metres, Women",350665,Lee Bo-Ra,110114,20,,False
2014 Winter Olympics,58,KOR,Speed Skating,"500 metres, Women",350665,Kim Hyeon-Yeong,128102,24,,False
2014 Winter Olympics,58,KOR,Speed Skating,"500 metres, Women",350665,Park Seung-Ju,128103,26,,False
2014 Winter Olympics,58,KOR,Speed Skating,"1,000 metres, Women",350668,Lee Sang-Hwa,110124,12,,False
2014 Winter Olympics,58,KOR,Speed Skating,"1,000 metres, Women",350668,Kim Hyeon-Yeong,128102,28,,False
2014 Winter Olympics,58,KOR,Speed Skating,"1,000 metres, Women",350668,Park Seung-Ju,128103,31,,False
2014 Winter Olympics,58,KOR,Speed Skating,"1,000 metres, Women",350668,Lee Bo-Ra,110114,35,,False
2014 Winter Olympics,58,KOR,Speed Skating,"1,500 metres, Women",350669,Kim Bo-Reum,128101,21,,False
2014 Winter Olympics,58,KOR,Speed Skating,"1,500 metres, Women",350669,No Seon-Yeong,109774,29,,False
2014 Winter Olympics,58,KOR,Speed Skating,"1,500 metres, Women",350669,Yang Sin-Yeong,128104,36,,False
2014 Winter Olympics,58,KOR,Speed Skating,"3,000 metres, Women",350670,Kim Bo-Reum,128101,13,,False
2014 Winter Olympics,58,KOR,Speed Skating,"3,000 metres, Women",350670,No Seon-Yeong,109774,25,,False
2014 Winter Olympics,58,KOR,Speed Skating,"3,000 metres, Women",350670,Yang Sin-Yeong,128104,27,,False
2014 Winter Olympics,58,KOR,Speed Skating,"Team Pursuit (6 laps), Women",350672,Kim Bo-Reum,128101,8,,True
2014 Winter Olympics,58,KOR,Speed Skating,"Team Pursuit (6 laps), Women",350672,No Seon-Yeong,109774,8,,True
2014 Winter Olympics,58,KOR,Speed Skating,"Team Pursuit (6 laps), Women",350672,Yang Sin-Yeong,128104,8,,True
2014 Winter Olympics,58,KOR,Speed Skating,"Team Pursuit (6 laps), Women",350672,Kim Hyeon-Yeong,128102,8,,True
2018 Winter Olympics,60,KOR,Alpine Skiing,"Downhill, Men",9000100,Kim Dong-Wu,137536,48,,False
2018 Winter Olympics,60,KOR,Alpine Skiing,"Super G, Men",9000101,Kim Dong-Wu,137536,44,,False
2018 Winter Olympics,60,KOR,Alpine Skiing,"Giant Slalom, Men",9000102,Kim Dong-Wu,137536,39,,False
2018 Winter Olympics,60,KOR,Alpine Skiing,"Giant Slalom, Men",9000102,Jeong Dong-Hyeon,118394,DNF,,False
2018 Winter Olympics,60,KOR,Alpine Skiing,"Slalom, Men",9000105,Jeong Dong-Hyeon,118394,27,,False
2018 Winter Olympics,60,KOR,Alpine Skiing,"Slalom, Men",9000105,Kim Dong-Wu,137536,DNF,,False
2018 Winter Olympics,60,KOR,Alpine Skiing,"Combined, Men",9000108,Kim Dong-Wu,137536,33,,False
2018 Winter Olympics,60,KOR,Alpine Skiing,"Giant Slalom, Women",9000113,Kim So-Hui,128063,45,,False
2018 Winter Olympics,60,KOR,Alpine Skiing,"Giant Slalom, Women",9000113,Gang Yeong-Seo,128064,47,,False
2018 Winter Olympics,60,KOR,Alpine Skiing,"Slalom, Women",9000116,Gang Yeong-Seo,128064,DNF,,False
2018 Winter Olympics,60,KOR,Alpine Skiing,"Slalom, Women",9000116,Kim So-Hui,128063,DNF,,False
2018 Winter Olympics,60,KOR,Alpine Skiing,"Team, Mixed",9000122,Kim So-Hui,128063,=9,,True
2018 Winter Olympics,60,KOR,Alpine Skiing,"Team, Mixed",9000122,Gang Yeong-Seo,128064,=9,,True
2018 Winter Olympics,60,KOR,Alpine Skiing,"Team, Mixed",9000122,Jeong Dong-Hyeon,118394,=9,,True
2018 Winter Olympics,60,KOR,Alpine Skiing,"Team, Mixed",9000122,Kim Dong-Wu,137536,=9,,True
2018 Winter Olympics,60,KOR,Biathlon,"10 kilometres Sprint, Men",9000220,Timofei Lapshin,137540,16,,False
2018 Winter Olympics,60,KOR,Biathlon,"12.5 kilometres Pursuit, Men",9000221,Timofei Lapshin,137540,22,,False
2018 Winter Olympics,60,KOR,Biathlon,"15 kilometres Mass Start, Men",9000222,Timofei Lapshin,137540,25,,False
2018 Winter Olympics,60,KOR,Biathlon,"20 kilometres, Men",9000223,Timofei Lapshin,137540,20,,False
2018 Winter Olympics,60,KOR,Biathlon,"7.5 kilometres Sprint, Women",9000225,Anna Frolina,118506,32,,False
2018 Winter Olympics,60,KOR,Biathlon,"7.5 kilometres Sprint, Women",9000225,Go Eun-Jeong,137539,78,,False
2018 Winter Olympics,60,KOR,Biathlon,"7.5 kilometres Sprint, Women",9000225,Mun Ji-Hui,118563,82,,False
2018 Winter Olympics,60,KOR,Biathlon,"7.5 kilometres Sprint, Women",9000225,Yekaterina Avvakumova,137537,87,,False
2018 Winter Olympics,60,KOR,Biathlon,"10 kilometres Pursuit, Women",9000226,Anna Frolina,118506,50,,False
2018 Winter Olympics,60,KOR,Biathlon,"15 kilometres, Women",9000228,Yekaterina Avvakumova,137537,16,,False
2018 Winter Olympics,60,KOR,Biathlon,"15 kilometres, Women",9000228,Anna Frolina,118506,61,,False
2018 Winter Olympics,60,KOR,Biathlon,"15 kilometres, Women",9000228,Mun Ji-Hui,118563,78,,False
2018 Winter Olympics,60,KOR,Biathlon,"15 kilometres, Women",9000228,Jung Ju-Mi,137538,86,,False
2018 Winter Olympics,60,KOR,Biathlon,"4 × 6 kilometres Relay, Women",9000229,Anna Frolina,118506,18,,True
2018 Winter Olympics,60,KOR,Biathlon,"4 × 6 kilometres Relay, Women",9000229,Yekaterina Avvakumova,137537,18,,True
2018 Winter Olympics,60,KOR,Biathlon,"4 × 6 kilometres Relay, Women",9000229,Mun Ji-Hui,118563,18,,True
2018 Winter Olympics,60,KOR,Biathlon,"4 × 6 kilometres Relay, Women",9000229,Go Eun-Jeong,137539,18,,True
2018 Winter Olympics,60,KOR,Bobsleigh,"Two, Men",9000240,Won Yun-Jong,128077,6,,True
2018 Winter Olympics,60,KOR,Bobsleigh,"Two, Men",9000240,Seo Yeong-Wu,128075,6,,True
2018 Winter Olympics,60,KOR,Bobsleigh,"Four, Open",9000247,Won Yun-Jong,128077,=2,Silver,True
2018 Winter Olympics,60,KOR,Bobsleigh,"Four, Open",9000247,Jeon Jeong-Rin,128071,=2,Silver,True
2018 Winter Olympics,60,KOR,Bobsleigh,"Four, Open",9000247,Seo Yeong-Wu,128075,=2,Silver,True
2018 Winter Olympics,60,KOR,Bobsleigh,"Four, Open",9000247,Kim Dong-Hyeon,118676,=2,Silver,True
2018 Winter Olympics,60,KOR,Bobsleigh,"Two, Women",9000254,Kim Yu-Ran,137542,14,,True
2018 Winter Olympics,60,KOR,Bobsleigh,"Two, Women",9000254,Kim Min-Seong,137541,14,,True
2018 Winter Olympics,60,KOR,Cross Country Skiing,"Sprint, Men",9000265,Kim Magnus,137545,47,,False
2018 Winter Olympics,60,KOR,Cross Country Skiing,"15 kilometres, Men",9000277,Kim Magnus,137545,42,,False
2018 Winter Olympics,60,KOR,Cross Country Skiing,"15 kilometres, Men",9000277,Kim Eun-Ho,137544,81,,False
2018 Winter Olympics,60,KOR,Cross Country Skiing,"50 kilometres, Men",9000278,Kim Magnus,137545,43,,False
2018 Winter Olympics,60,KOR,Cross Country Skiing,"50 kilometres, Men",9000278,Kim Eun-Ho,137544,DNF,,False
2018 Winter Olympics,60,KOR,Cross Country Skiing,"30 kilometres Skiathlon, Men",9000279,Kim Eun-Ho,137544,DNF,,False
2018 Winter Olympics,60,KOR,Cross Country Skiing,"Team Sprint, Men",9000281,Kim Magnus,137545,23,,True
2018 Winter Olympics,60,KOR,Cross Country Skiing,"Team Sprint, Men",9000281,Kim Eun-Ho,137544,23,,True
2018 Winter Olympics,60,KOR,Cross Country Skiing,"Sprint, Women",9000286,Ju Hye-Ri,137543,67,,False
2018 Winter Olympics,60,KOR,Cross Country Skiing,"10 kilometres, Women",9000298,Lee Chae-Won,101004,51,,False
2018 Winter Olympics,60,KOR,Cross Country Skiing,"10 kilometres, Women",9000298,Ju Hye-Ri,137543,79,,False
2018 Winter Olympics,60,KOR,Cross Country Skiing,"15 kilometres Skiathlon, Women",9000300,Lee Chae-Won,101004,57,,False
2018 Winter Olympics,60,KOR,Cross Country Skiing,"Team Sprint, Women",9000302,Lee Chae-Won,101004,21,,True
2018 Winter Olympics,60,KOR,Cross Country Skiing,"Team Sprint, Women",9000302,Ju Hye-Ri,137543,21,,True
2018 Winter Olympics,60,KOR,Curling,"Curling, Men",9000320,Kim Chang-Min,137552,7,,True
2018 Winter Olympics,60,KOR,Curling,"Curling, Men",9000320,Seong Se-Hyeon,137557,7,,True
2018 Winter Olympics,60,KOR,Curling,"Curling, Men",9000320,Kim Min-Chan,137553,7,,True
2018 Winter Olympics,60,KOR,Curling,"Curling, Men",9000320,Lee Gi-Bok,137554,7,,True
2018 Winter Olympics,60,KOR,Curling,"Curling, Men",9000320,Oh Eun-Su,137556,7,,True
2018 Winter Olympics,60,KOR,Curling,"Curling, Women",9000374,Kim Eun-Jeong,137548,2,Silver,True
2018 Winter Olympics,60,KOR,Curling,"Curling, Women",9000374,Kim Gyeong-Ae,137549,2,Silver,True
2018 Winter Olympics,60,KOR,Curling,"Curling, Women",9000374,Kim Seon-Yeong,137550,2,Silver,True
2018 Winter Olympics,60,KOR,Curling,"Curling, Women",9000374,Kim Yeong-Mi,137551,2,Silver,True
2018 Winter Olympics,60,KOR,Curling,"Curling, Women",9000374,Kim Cho-Hui,137547,2,Silver,True
2018 Winter Olympics,60,KOR,Curling,"Mixed Doubles, Mixed",9000428,Jang Hye-Ji,137546,5,,True
2018 Winter Olympics,60,KOR,Curling,"Mixed Doubles, Mixed",9000428,Lee Gi-Jeong,137555,5,,True
2018 Winter Olympics,60,KOR,Figure Skating,"Singles, Men",9000630,Cha Jun-Hwan,137567,15,,False
2018 Winter Olympics,60,KOR,Figure Skating,"Singles, Women",9000633,Choi Da-Bin,137563,7,,False
2018 Winter Olympics,60,KOR,Figure Skating,"Singles, Women",9000633,Kim Ha-Neul,137564,13,,False
2018 Winter Olympics,60,KOR,Figure Skating,"Pairs, Mixed",9000636,Kim Gyu-Eun,137565,22 r1/2,,True
2018 Winter Olympics,60,KOR,Figure Skating,"Pairs, Mixed",9000636,Alex Gam,137569,22 r1/2,,True
2018 Winter Olympics,60,KOR,Figure Skating,"Ice Dancing, Mixed",9000639,Min Yu-Ra,137566,18,,True
2018 Winter Olympics,60,KOR,Figure Skating,"Ice Dancing, Mixed",9000639,Aleksandr Gamelin,137568,18,,True
2018 Winter Olympics,60,KOR,Figure Skating,"Team, Mixed",9000642,Cha Jun-Hwan,137567,9,,True
2018 Winter Olympics,60,KOR,Figure Skating,"Team, Mixed",9000642,Choi Da-Bin,137563,9,,True
2018 Winter Olympics,60,KOR,Figure Skating,"Team, Mixed",9000642,Kim Ha-Neul,137564,9,,True
2018 Winter Olympics,60,KOR,Figure Skating,"Team, Mixed",9000642,Kim Gyu-Eun,137565,9,,True
2018 Winter Olympics,60,KOR,Figure Skating,"Team, Mixed",9000642,Alex Gam,137569,9,,True
2018 Winter Olympics,60,KOR,Figure Skating,"Team, Mixed",9000642,Min Yu-Ra,137566,9,,True
2018 Winter Olympics,60,KOR,Figure Skating,"Team, Mixed",9000642,Aleksandr Gamelin,137568,9,,True
2018 Winter Olympics,60,KOR,Freestyle Skiing,"Moguls, Men",9000500,Choi Jae-U,128086,12,,False
2018 Winter Olympics,60,KOR,Freestyle Skiing,"Moguls, Men",9000500,Kim Ji-Hyeon,138395,27,,False
2018 Winter Olympics,60,KOR,Freestyle Skiing,"Moguls, Men",9000500,Seo Myeong-Jun,137562,28,,False
2018 Winter Olympics,60,KOR,Freestyle Skiing,"Halfpipe, Men",9000516,Lee Gang-Bok,137561,27,,False
2018 Winter Olympics,60,KOR,Freestyle Skiing,"Moguls, Women",9000552,Seo Jeong-Hwa,119023,14,,False
2018 Winter Olympics,60,KOR,Freestyle Skiing,"Moguls, Women",9000552,Seo Ji-Won,128085,24,,False
2018 Winter Olympics,60,KOR,Freestyle Skiing,"Aerials, Women",9000560,Kim Gyeong-Eun,137559,25,,False
2018 Winter Olympics,60,KOR,Freestyle Skiing,"Halfpipe, Women",9000568,Jang Yu-Jin,137558,18,,False
2018 Winter Olympics,60,KOR,Freestyle Skiing,"Slopestyle, Women",9000575,Lee Mi-Hyeon,137560,13,,False
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Matt Dalton,137596,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Jo Hyeong-Gon,1800066,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Seo Yeong-Jun,137612,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Bryan Young,137617,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Kim Won-Jun,137600,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Oh Hyeon-Ho,137604,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Kim Won-Jung,137601,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Jeon Jeong-Wu,137597,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Michael Swift,137615,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Kim Gi-Seong,137598,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Lee Yeong-Jun,137603,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Kim Sang-Uk,137599,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Mike Testwuide,137616,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Eric Regan,137611,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Brock Radunske,137610,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,An Jin-Hwi,137593,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Park Wu-Sang,137608,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Park Gye-Hun,1800075,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Alex Plante,137609,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Sin Sang-Hun,137613,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Park Seong-Je,137607,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Lee Don-Gu,137602,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Park Jin-Gyu,137605,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Jo Min-Ho,137595,12,,True
2018 Winter Olympics,60,KOR,Ice Hockey,"Ice Hockey, Men",9000660,Sin Sang-Wu,137614,12,,True
2018 Winter Olympics,60,KOR,Luge,"Singles, Men",400000,Im Nam-Gyu,137619,30,,False
2018 Winter Olympics,60,KOR,Luge,"Doubles, Open",9000737,Park Jin-Yong,128093,9,,True
2018 Winter Olympics,60,KOR,Luge,"Doubles, Open",9000737,Jo Jeong-Myeong,128091,9,,True
2018 Winter Olympics,60,KOR,Luge,"Singles, Women",9000740,Aileen Frisch,137618,8,,False
2018 Winter Olympics,60,KOR,Luge,"Singles, Women",9000740,Seong Eun-Ryeong,128090,18,,False
2018 Winter Olympics,60,KOR,Luge,"Team Relay, Mixed",9000747,Aileen Frisch,137618,9,,True
2018 Winter Olympics,60,KOR,Luge,"Team Relay, Mixed",9000747,Im Nam-Gyu,137619,9,,True
2018 Winter Olympics,60,KOR,Luge,"Team Relay, Mixed",9000747,Park Jin-Yong,128093,9,,True
2018 Winter Olympics,60,KOR,Luge,"Team Relay, Mixed",9000747,Jo Jeong-Myeong,128091,9,,True
2018 Winter Olympics,60,KOR,Nordic Combined,"Normal Hill / 10 km, Individual, Men",9000760,Park Je-Eon,137620,46,,False
2018 Winter Olympics,60,KOR,Nordic Combined,"Large Hill / 10 km, Individual, Men",9000763,Park Je-Eon,137620,47,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"500 metres, Men",9001100,Hwang Dae-Heon,137644,2,Silver,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"500 metres, Men",9001100,Im Hyo-Jun,137647,3,Bronze,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"500 metres, Men",9001100,Seo I-Ra,137648,14,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,000 metres, Men",9001121,Seo I-Ra,137648,3,Bronze,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,000 metres, Men",9001121,Im Hyo-Jun,137647,4,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,000 metres, Men",9001121,Hwang Dae-Heon,137644,17,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,500 metres, Men",9001142,Im Hyo-Jun,137647,1,Gold,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,500 metres, Men",9001142,Seo I-Ra,137648,9,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,500 metres, Men",9001142,Hwang Dae-Heon,137644,14,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",9001157,Seo I-Ra,137648,4,,True
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",9001157,Hwang Dae-Heon,137644,4,,True
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",9001157,Kim Do-Gyeom,137645,4,,True
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",9001157,Gwak Yun-Gi,119776,4,,True
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",9001157,Im Hyo-Jun,137647,4,,True
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"500 metres, Women",9001164,Choi Min-Jeong,137639,6,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"500 metres, Women",9001164,Sim Seok-Hui,128111,17,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"500 metres, Women",9001164,Kim A-Rang,128109,19,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,000 metres, Women",9001185,Choi Min-Jeong,137639,4,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,000 metres, Women",9001185,Kim A-Rang,128109,5,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,000 metres, Women",9001185,Sim Seok-Hui,128111,6,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,500 metres, Women",9001206,Choi Min-Jeong,137639,1,Gold,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,500 metres, Women",9001206,Kim A-Rang,128109,4,,False
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"1,500 metres, Women",9001206,Sim Seok-Hui,128111,29,,False
