지역,성별,나이(세),측정값평균(mg-dL),확장불확도(퍼센트),하한 분포(95퍼센트),상한 분포(95퍼센트),포함인자,측정수(건),1분위수(Percentile),5분위수(Percentile),10분위(Percentile),25분위(Percentile),50분위(Percentile),75분위(Percentile),90분위(Percentile),95분위(Percentile),99분위(Percentile)
충남,남성,53~54세,54,21.36,18,89,2,673,28,33,36,42,51,60,76,87,102 
충남,남성,55~56세,54,21.36,19,89,2,785,27,33,36,43,51,61,76,84,97 
충남,남성,57~58세,51,21.36,16,87,2,514,27,31,35,42,49,59,71,77,91 
충남,남성,59~60세,53,21.36,18,88,2,440,29,32,37,42,50,62,71,78,96 
충남,남성,61~62세,54,21.36,20,90,2,160,25,34,38,43,52,64,76,87,96 
충남,남성,63~64세,55,21.36,20,90,2,163,32,34,37,44,52,63,72,84,99 
충남,남성,65~66세,56,21.36,21,90,2,92,29,33,37,45,52,73,79,83,103 
충남,남성,67~68세,55,21.36,20,89,2,112,30,34,37,44,52,65,76,84,91 
충남,남성,69~70세,56,21.36,20,90,2,57,26,32,37,47,54,63,77,89,102 
충남,남성,71~72세,53,21.36,18,89,2,57,33,35,36,41,49,63,71,87,98 
충남,남성,73~74세,49,21.36,14,85,2,40,32,34,37,42,45,54,67,77,104 
충남,남성,75세 이상,54,21.36,19,89,2,111,26,29,35,43,54,63,71,89,103 
충남,여성,20~24세,68,21.36,33,103,2,916,37,43,47,56,67,78,89,98,109 
충남,여성,25~26세,70,21.36,34,105,2,913,36,44,50,58,68,80,91,98,112 
충남,여성,27~28세,70,21.36,35,105,2,938,34,44,50,59,69,80,90,97,109 
충남,여성,29~30세,69,21.36,34,104,2,865,37,44,48,57,68,80,92,98,109 
충남,여성,31~32세,68,21.36,33,103,2,678,36,43,48,57,68,79,88,96,106 
충남,여성,33~34세,67,21.36,32,103,2,579,36,41,45,55,65,78,90,100,113 
충남,여성,35~36세,66,21.36,31,101,2,525,35,43,47,54,64,76,88,96,108 
충남,여성,37~38세,66,21.36,31,101,2,492,33,41,47,56,65,75,88,96,109 
충남,여성,39~40세,66,21.36,31,102,2,594,37,42,46,55,64,75,87,96,109 
충남,여성,41~42세,67,21.36,32,103,2,435,37,43,46,55,66,76,88,96,112 
충남,여성,43~44세,67,21.36,32,102,2,647,32,42,47,55,66,78,90,96,115 
충남,여성,45~46세,66,21.36,31,101,2,516,35,41,45,53,64,77,91,97,108 
충남,여성,47~48세,65,21.36,30,101,2,656,34,40,45,54,63,75,87,95,104 
충남,여성,49~50세,65,21.36,31,101,2,467,38,45,48,54,64,74,86,93,103 
충남,여성,51~52세,65,21.36,30,101,2,434,33,39,42,52,63,76,89,96,107 
충남,여성,53~54세,64,21.36,29,99,2,329,34,40,44,52,62,75,87,94,100 
충남,여성,55~56세,64,21.36,29,99,2,378,36,40,45,53,62,72,84,92,104 
충남,여성,57~58세,63,21.36,28,98,2,230,32,39,45,52,61,74,85,91,100 
충남,여성,59~60세,63,21.36,28,98,2,232,37,39,43,52,61,72,85,96,113 
충남,여성,61~62세,60,21.36,25,95,2,125,34,38,41,48,59,71,79,87,98 
충남,여성,63~64세,59,21.36,24,94,2,161,29,37,40,48,58,69,83,89,99 
충남,여성,65~66세,60,21.36,25,96,2,68,28,36,40,50,60,71,80,84,88 
충남,여성,67~68세,60,21.36,25,96,2,72,32,42,45,51,59,67,82,87,94 
충남,여성,69~70세,59,21.36,25,95,2,37,23,29,43,50,58,64,76,99,117 
충남,여성,71~72세,57,21.36,22,92,2,38,28,33,43,46,55,67,78,83,89 
충남,여성,73~74세,55,21.36,22,92,2,21,34,39,39,46,54,64,75,77,78 
충남,여성,75세 이상,56,21.36,21,91,2,75,35,38,41,45,54,66,77,85,95 
경남,남성,20~24세,53,16.78,26,81,2,356,31,37,40,46,52,60,68,74,82 
경남,남성,25~26세,55,16.78,28,83,2,451,36,39,42,47,53,62,69,74,84 
경남,남성,27~28세,53,16.78,25,80,2,807,33,37,40,46,52,60,68,71,83 
경남,남성,29~30세,54,16.78,27,82,2,929,34,39,41,46,53,61,68,72,85 
경남,남성,31~32세,52,16.78,25,80,2,1035,33,38,40,45,52,58,66,71,81 
경남,남성,33~34세,51,16.78,23,79,2,1118,31,35,38,44,50,57,66,70,81 
경남,남성,35~36세,52,16.78,24,79,2,1393,32,36,39,44,50,58,66,71,84 
경남,남성,37~38세,51,16.78,24,79,2,1270,31,36,39,44,50,57,65,72,84 
경남,남성,39~40세,52,16.78,24,79,2,1198,30,36,39,44,50,58,66,71,84 
경남,남성,41~42세,52,16.78,24,79,2,883,31,36,39,44,50,57,66,73,86 
경남,남성,43~44세,52,16.78,24,79,2,987,30,36,38,44,51,59,67,72,82 
경남,남성,45~46세,52,16.78,25,80,2,849,29,36,39,44,51,59,68,76,88 
경남,남성,47~48세,53,16.78,26,81,2,961,32,37,40,44,52,60,69,75,92 
경남,남성,49~50세,52,16.78,25,80,2,698,30,35,39,44,51,59,68,76,88 
경남,남성,51~52세,51,16.78,24,79,2,715,31,35,38,43,50,58,67,74,81 
경남,남성,53~54세,53,16.78,25,81,2,509,32,36,39,44,51,61,70,76,90 
경남,남성,55~56세,52,16.78,25,80,2,679,31,36,38,43,51,59,68,73,88 
경남,남성,57~58세,52,16.78,25,80,2,515,31,35,38,43,51,60,70,74,84 
경남,남성,59~60세,52,16.78,24,80,2,455,31,35,38,43,51,59,68,74,80 
경남,남성,61~62세,53,16.78,25,81,2,251,28,37,39,45,53,60,67,74,82 
경남,남성,63~64세,52,16.78,24,79,2,261,29,33,37,44,51,60,67,73,86 
경남,남성,65~66세,54,16.78,26,81,2,115,31,35,38,43,52,63,74,76,93 
경남,남성,67~68세,54,16.78,27,82,2,123,33,35,40,46,54,62,69,72,84 
경남,남성,69~70세,53,16.78,26,81,2,52,32,37,39,45,53,59,68,70,93 
경남,남성,71~72세,51,16.78,23,79,2,72,29,33,36,40,48,58,68,76,87 
경남,남성,73~74세,57,16.78,29,85,2,41,28,35,37,44,54,65,80,80,113 
경남,남성,75세 이상,52,16.78,25,80,2,132,28,33,36,44,50,61,68,76,86 
경남,여성,20~24세,64,16.78,37,92,2,653,41,47,50,56,64,72,79,84,94 
경남,여성,25~26세,65,16.78,37,93,2,1136,42,47,51,57,64,72,79,84,97 
경남,여성,27~28세,64,16.78,36,92,2,1045,40,47,50,56,63,71,79,85,96 
경남,여성,29~30세,64,16.78,37,92,2,912,40,44,49,55,63,71,80,87,98 
경남,여성,31~32세,64,16.78,36,92,2,657,40,45,49,56,62,71,80,89,101 
경남,여성,33~34세,64,16.78,36,91,2,490,39,44,48,55,64,71,80,85,107 
경남,여성,35~36세,62,16.78,35,90,2,475,39,43,47,53,61,71,79,83,101 
경남,여성,37~38세,63,16.78,35,90,2,383,35,42,47,53,62,71,80,85,102 
경남,여성,39~40세,64,16.78,36,91,2,491,37,44,48,54,63,71,82,88,102 
경남,여성,41~42세,62,16.78,35,90,2,398,34,43,47,54,61,69,79,88,105 
경남,여성,43~44세,63,16.78,35,90,2,542,34,43,46,53,62,70,82,87,96 
경남,여성,45~46세,64,16.78,36,91,2,376,34,42,47,55,63,73,81,86,96 
경남,여성,47~48세,62,16.78,34,90,2,491,34,41,45,52,61,69,79,84,100 
경남,여성,49~50세,63,16.78,36,91,2,346,36,42,45,53,61,72,81,88,105 
경남,여성,51~52세,62,16.78,34,90,2,371,37,41,45,52,61,70,80,87,101 
경남,여성,53~54세,63,16.78,35,90,2,218,34,42,45,54,62,70,79,84,104 
경남,여성,55~56세,62,16.78,35,90,2,335,34,41,45,53,61,71,80,87,104 
경남,여성,57~58세,61,16.78,33,89,2,233,36,41,44,52,61,68,77,85,98 
경남,여성,59~60세,61,16.78,33,88,2,245,36,41,45,51,59,69,78,84,95 
경남,여성,61~62세,57,16.78,30,86,2,147,34,38,42,47,56,67,78,80,89 
경남,여성,63~64세,58,16.78,31,87,2,129,30,36,44,49,57,66,79,87,94 
경남,여성,65~66세,56,16.78,28,83,2,65,33,39,42,47,55,61,77,82,99 
경남,여성,67~68세,59,16.78,32,87,2,104,32,39,42,51,58,68,77,85,94 
경남,여성,69~70세,58,16.78,30,87,2,47,34,36,40,48,56,67,75,81,98 
경남,여성,71~72세,56,16.78,29,83,2,50,34,41,43,49,56,63,69,74,81 
경남,여성,73~74세,57,16.78,30,85,2,20,38,40,42,46,51,66,81,84,85 
경남,여성,75세 이상,56,16.78,28,83,2,86,28,37,40,47,54,64,72,85,99 
