대표식품명,R,G,B,HEX,식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),카페인(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1인(회)분량 참고량,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,색상구분
현미밥,156,135,110,#9c876e,D101-050000000-0001,현미밥,D,음식,1,가정식(분석 함량),1,밥류,1050,105000,해당없음,10500000,해당없음,0,해당없음,100g,172,57.2,3.1,0.47,0.29,38.9,0.0,2.0,5.0,0.21,57.0,41.0,2.0,0.0,0.0,0.0,0.074,0.013,0.609,0.8,0.0,0.0,0.18,0.0,,,,,0.0,17.6,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,,0.21,0.0,10.0,0.0,,0.0,10.0,,0.0,0.0,0.01,,0.0,0.0,0.0,,,150.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,160.0,,,,,130.0,20.97,0.53,,,1.36,0.87,,,,2622.02,,,532.4,143.47,98.52,265.4,14.16,109.83,162.78,37.21,217.13,283.23,175.16,89.95,,101.55,,71.24,146.95,143.29,29.77,,0.43,0.37,3,식품의약품안전처,,230g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
회덮밥,146,107,70,#926b46,D101-051200000-0001,회덮밥_모듬,D,음식,1,가정식(분석 함량),1,밥류,1051,105120,모듬,10512000,해당없음,0,해당없음,100g,145,68.0,9.1,4.15,0.95,17.76,3.07,1.2,13.0,0.23,108.0,217.0,155.0,36.0,2.0,402.0,9.159,0.093,0.002,3.0,0.46,27.38,0.85,0.03,,,,,0.0,11.37,,,,,,,,,,,,,,,,,,0.35,,0.0,,,0.0,1.92,,0.8,,,150.0,0.0,,,90.0,410.0,,0.0,,0.49,0.0,120.0,120.0,,0.0,130.0,,10.0,10.0,0.27,,40.0,30.0,210.0,,,1140.0,0.0,0.0,0.0,,10.0,20.0,0.0,,200.0,590.0,,,,,80.0,17.6,0.17,,,25.18,0.42,,,,8678.55,,,1483.27,465.44,839.1,736.74,219.65,525.17,421.13,37.07,599.07,933.65,485.3,437.94,,402.83,,229.69,376.78,313.04,172.69,,0.92,0.05,3,식품의약품안전처,,410g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
가래떡,185,165,136,#b9a588,D102-053000000-0001,가래떡,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2053,205300,해당없음,20530000,해당없음,0,해당없음,100g,195,51.1,3.92,0.51,0.71,43.73,0.0,0.6,5.0,0.25,43.0,23.0,241.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.19,0.0,,,,,0.0,8.57,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,,0.18,0.0,10.0,0.0,,0.0,10.0,,0.0,0.0,0.01,,0.0,0.0,0.0,,,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,170.0,,,,,100.0,10.73,0.33,,,3.68,0.56,,,,3913.5,,,781.56,176.01,157.27,355.09,83.91,244.25,220.83,43.93,311.52,381.24,232.87,161.56,,148.7,,120.25,219.07,188.6,86.86,,0.1,0.0,3,식품의약품안전처,,100g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
경단,186,162,143,#baa28f,D102-055040000-0001,경단_깨,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2055,205504,깨,20550400,해당없음,0,해당없음,100g,240,47.3,6.28,6.72,1.09,38.58,0.61,4.6,178.0,0.84,104.0,75.0,203.0,0.0,0.0,0.0,0.0,0.02,1.21,0.0,0.0,0.0,0.99,0.0,,,,,0.0,27.41,,,,,,,,,,,,,,,,,,0.11,,0.27,,,0.0,0.13,,0.1,,,10.0,0.0,,,0.0,0.0,,0.0,,2.63,0.0,10.0,50.0,,0.0,290.0,,0.0,40.0,0.0,,0.0,0.0,0.0,,,2220.0,0.0,0.0,0.0,,0.0,0.0,0.0,,10.0,660.0,,,,,310.0,46.75,0.59,,,3.48,1.41,,,,5791.97,,,1257.06,299.54,188.98,485.89,126.07,325.26,305.8,24.0,621.48,553.11,330.8,252.79,,226.82,,207.05,310.01,129.49,147.83,,2.32,0.12,3,식품의약품안전처,,100g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
꿀떡,164,137,120,#a48978,D102-057000000-0001,꿀떡,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2057,205700,해당없음,20570000,해당없음,0,해당없음,100g,228,44.2,3.74,1.73,0.88,49.48,0.29,0.8,15.0,0.36,52.0,39.0,275.0,0.0,0.0,0.0,0.01,0.01,0.34,0.0,0.0,0.0,0.3,0.0,,,,,0.0,15.58,,,,,,,,,,,,,,,,,,0.17,,0.0,,,0.0,0.05,,0.08,,,0.0,0.0,,,0.0,0.0,,0.0,,0.61,0.0,10.0,10.0,,0.0,70.0,,0.0,10.0,0.01,,0.0,0.0,0.0,,,500.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,210.0,,,,,90.0,22.61,0.35,,,15.47,0.62,,,,3143.2,,,662.88,150.06,125.92,289.55,45.99,174.03,199.8,58.39,261.95,291.14,182.57,126.13,,130.85,,60.75,197.75,115.65,69.79,,0.64,0.15,3,식품의약품안전처,,100g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
모듬찰떡,140,116,85,#8c7455,D102-058000000-0001,모듬찰떡,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2058,205800,해당없음,20580000,해당없음,0,해당없음,100g,218,47.4,6.78,2.44,1.07,42.27,2.98,3.8,19.0,0.75,91.0,191.0,188.0,1.0,0.0,4.0,0.0,0.17,0.0,1.85,0.0,0.0,0.28,0.0,,,,,0.0,33.99,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,1.13,,1.84,,,0.0,0.0,,,0.0,0.0,,0.0,,0.77,0.0,0.0,20.0,,0.0,50.0,,0.0,0.0,0.12,,0.0,0.0,0.0,,,320.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,220.0,,,,,170.0,36.22,0.59,,,9.91,1.01,,,,6322.76,,,1209.16,285.03,353.81,537.66,88.84,357.44,354.99,59.17,579.89,678.19,314.36,272.81,,238.95,,153.73,358.99,329.48,150.26,,1.85,0.05,3,식품의약품안전처,,100g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
백설기,179,159,123,#b39f7b,D102-061000000-0001,백설기,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2061,206100,해당없음,20610000,해당없음,0,해당없음,100g,230,43.8,3.71,1.45,0.63,50.4,0.11,2.0,6.0,0.08,36.0,31.0,211.0,0.0,0.0,0.0,0.0,0.03,0.21,0.0,0.0,0.0,0.12,0.0,,,,,0.0,18.71,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.11,,,0.0,0.0,,,0.0,0.0,,0.0,,0.11,0.0,10.0,0.0,,0.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,40.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,110.0,,,,,90.0,13.81,0.29,,,9.87,0.51,,,,2995.98,,,610.13,145.1,122.95,289.48,33.76,169.26,173.95,23.01,263.77,275.86,178.42,138.08,,119.73,,86.91,177.63,120.91,67.03,,0.07,0.19,3,식품의약품안전처,,100g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
송편,151,119,81,#977751,D102-063040000-0001,송편_깨,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2063,206304,깨,20630400,해당없음,0,해당없음,100g,219,48.3,4.65,3.23,1.02,42.83,1.98,4.4,96.0,0.46,65.0,50.0,260.0,0.0,0.0,0.0,0.31,0.01,0.48,0.0,0.0,0.0,0.62,0.0,,,,,0.0,16.4,,,,,,,,,,,,,,,,,,1.0,,0.19,,,0.0,0.04,,0.75,,,10.0,0.0,,,0.0,0.0,,0.0,,1.43,0.0,10.0,30.0,,0.0,160.0,,0.0,20.0,0.18,,0.0,0.0,0.0,,,1220.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,430.0,,,,,210.0,32.02,0.44,,,3.95,0.95,,,,3472.16,,,781.92,178.79,117.77,312.8,19.72,188.66,204.35,19.99,365.59,331.56,193.08,137.29,,150.94,,98.76,213.7,69.43,87.8,,1.4,0.09,3,식품의약품안전처,,100g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
시루떡,140,102,69,#8c6645,D102-067000000-0001,시루떡,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2067,206700,해당없음,20670000,해당없음,0,해당없음,100g,224,45.3,3.77,1.85,0.93,48.13,0.04,4.0,14.0,0.66,65.0,161.0,195.0,0.0,0.0,0.0,0.24,0.03,0.1,1.83,0.0,0.0,0.11,0.0,,,,,0.0,5.87,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.04,,,0.0,0.0,,,0.0,0.0,,0.0,,0.14,0.0,0.0,0.0,,0.0,10.0,,0.0,0.0,0.02,,0.0,0.0,0.0,,,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,90.0,,,,,130.0,24.82,0.51,,,6.75,1.07,,,,3531.7,,,740.94,153.18,202.28,325.69,30.42,192.64,227.48,22.05,256.36,379.04,185.88,153.67,,158.14,,62.51,229.79,120.26,91.37,,1.42,0.05,3,식품의약품안전처,,100g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
약식,148,111,73,#946f49,D102-069000000-0001,약식,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2069,206900,해당없음,20690000,해당없음,0,해당없음,100g,220,47.2,4.21,2.45,0.9,45.24,13.24,2.6,13.0,0.33,43.0,85.0,221.0,0.0,0.0,6.0,0.0,0.01,0.0,0.0,0.0,0.0,0.27,0.0,,,,,0.0,7.77,,,,,,,,,,,,,,,,,,2.48,,0.0,,,0.0,8.58,,2.17,,,0.0,0.0,,,0.0,0.0,,0.0,,0.7,0.0,10.0,10.0,,0.0,70.0,,0.0,10.0,0.01,,0.0,0.0,0.0,,,480.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,190.0,,,,,150.0,20.84,0.36,,,3.24,0.82,,,,3909.55,,,729.14,186.27,155.81,335.28,91.16,239.6,213.62,40.22,356.87,413.31,214.51,158.73,,150.09,,108.84,217.23,212.75,86.11,,3.64,0.0,3,식품의약품안전처,,100g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
인절미,196,161,117,#c4a175,D102-070000000-0001,인절미,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2070,207000,해당없음,20700000,해당없음,0,해당없음,100g,242,41.0,5.64,2.16,1.15,50.07,6.35,2.9,16.0,0.4,61.0,128.0,297.0,0.0,0.0,0.0,0.0,0.03,1.05,2.99,0.0,0.0,0.24,0.0,,,,,0.0,12.48,,,,,,,,,,,,,,,,,,0.04,,0.0,,,0.0,6.09,,0.21,,,0.0,0.0,,,0.0,0.0,,0.0,,0.57,0.0,10.0,20.0,,0.0,40.0,,0.0,0.0,0.07,,0.0,0.0,0.0,,,280.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,190.0,,,,,180.0,27.42,0.52,,,4.01,1.0,,,,5186.31,,,1034.01,253.22,262.2,463.92,75.15,320.14,287.45,41.02,407.42,558.13,291.0,223.4,,205.75,,88.64,283.47,266.94,124.45,,0.68,0.0,3,식품의약품안전처,,100g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
절편,161,152,130,#a19882,D102-071260000-0001,절편_쑥,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2071,207126,쑥,20712600,해당없음,0,해당없음,100g,192,54.3,7.72,2.42,0.69,34.87,0.25,2.0,27.0,0.43,34.0,39.0,192.0,4.0,0.0,43.0,0.0,0.03,0.0,0.0,0.0,0.0,0.24,0.0,,,,,0.0,2.39,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.25,,,0.0,0.0,,,0.0,0.0,,0.0,,0.3,0.0,10.0,10.0,,0.0,30.0,,0.0,0.0,0.04,,0.0,0.0,0.0,,,170.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,200.0,,,,,110.0,14.79,1.06,,,10.51,0.68,,,,2986.45,,,597.52,138.33,126.77,280.01,13.5,143.34,195.68,58.4,227.89,289.38,170.2,92.79,,147.22,,133.53,188.24,122.24,61.41,,0.38,0.16,3,식품의약품안전처,,100g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
증편,167,150,127,#a7967f,D102-072000000-0001,증편,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2072,207200,해당없음,20720000,해당없음,0,해당없음,100g,200,50.7,3.17,1.2,0.82,44.15,3.19,1.0,10.0,0.1,38.0,22.0,284.0,0.0,0.0,0.0,0.0,0.05,0.72,0.0,0.0,0.0,0.15,0.0,,,,,0.0,11.28,,,,,,,,,,,,,,,,,,1.02,,0.0,,,0.0,2.17,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,,0.14,0.0,10.0,0.0,,0.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,80.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,130.0,,,,,120.0,7.87,0.39,,,2.82,0.58,,,,2826.56,,,540.1,134.89,98.92,252.97,63.75,187.5,162.07,30.25,253.64,264.55,169.08,116.63,,119.25,,77.57,167.98,132.47,54.96,,0.02,0.1,3,식품의약품안전처,,100g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
찹쌀떡,162,137,117,#a28975,D102-074390000-0001,찹쌀떡_팥,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2074,207439,팥,20743900,해당없음,0,해당없음,100g,295,29.0,5.06,2.53,0.49,62.93,25.95,1.8,17.0,0.41,34.0,34.0,140.0,0.0,0.0,0.0,0.03,0.02,0.22,0.0,0.0,0.0,0.13,0.0,,,,,0.0,3.66,,,,,,,,,,,,,,,,,,0.0,,3.59,,,0.0,22.2,,0.16,,,0.0,0.0,,,0.0,0.0,,0.0,,0.13,0.0,0.0,0.0,,0.0,30.0,,0.0,0.0,0.02,,0.0,0.0,0.0,,,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,90.0,,,,,80.0,15.89,0.36,,,3.0,0.64,,,,2311.72,,,498.29,95.21,123.48,228.14,1.67,128.28,156.9,10.21,149.42,252.68,116.29,100.99,,109.0,,50.37,155.8,78.86,56.14,,0.7,0.04,3,식품의약품안전처,,100g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
도넛,213,137,85,#d58955,D102-082120000-0001,도넛_링도넛,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2082,208212,링도넛,20821200,해당없음,0,해당없음,100g,515,10.9,7.85,33.17,1.97,46.16,11.6,1.2,50.0,1.04,364.0,176.0,537.0,5.0,5.0,7.0,0.59,0.39,0.89,0.0,0.0,47.22,4.49,0.25,,,,,0.0,21.72,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,11.6,,0.0,,,120.0,120.0,,,0.0,0.0,,0.0,,13.72,0.0,30.0,460.0,,0.0,1220.0,,90.0,80.0,1.47,,10.0,30.0,0.0,,,5650.0,0.0,0.0,0.0,,170.0,60.0,10.0,,10.0,3160.0,,,,,70.0,21.24,0.33,,,21.48,0.97,,,,7158.54,,,1941.68,270.41,299.12,596.54,105.14,370.07,461.57,75.62,315.99,577.09,320.41,313.37,,295.02,,86.48,367.91,614.58,147.53,,8.97,0.01,3,식품의약품안전처,,100g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
마늘빵,197,143,71,#c58f47,D102-085000000-0001,마늘빵,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2085,208500,해당없음,20850000,해당없음,0,해당없음,100g,438,10.6,12.06,17.58,1.78,57.94,7.36,4.3,50.0,0.58,119.0,178.0,519.0,150.0,123.0,328.0,0.44,0.16,5.76,2.42,0.0,26.68,8.66,0.18,,,,,0.0,106.82,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,7.36,,0.0,,,20.0,0.0,,,0.0,0.0,,440.0,,3.62,100.0,1320.0,160.0,,140.0,1800.0,,20.0,40.0,0.06,,0.0,20.0,0.0,,,3260.0,160.0,300.0,120.0,,120.0,20.0,40.0,,160.0,4320.0,,,,,120.0,29.72,0.38,,,77.58,1.1,,,,11581.36,,,4349.04,420.52,219.34,822.34,144.9,530.48,565.8,137.76,398.34,519.76,358.32,433.54,,341.98,,192.88,597.92,1320.28,228.14,,1.3,0.46,3,식품의약품안전처,,50g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
머핀,162,114,83,#a27253,D102-087000000-0001,머핀,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2087,208700,해당없음,20870000,해당없음,0,해당없음,100g,384,20.0,5.73,13.84,1.32,59.15,39.65,1.1,44.0,0.69,137.0,99.0,411.0,112.0,109.0,35.0,0.0,0.077,0.338,0.0,0.0,59.16,6.86,0.15,,,,,0.15,16.01,,,,,,,,,,,,,,,,,,3.52,,0.26,,,0.47,31.71,,3.69,,,10.0,0.0,,,10.0,10.0,,350.0,,0.5,110.0,1150.0,100.0,,130.0,1120.0,,10.0,20.0,0.06,,10.0,30.0,10.0,,,2580.0,140.0,280.0,110.0,,100.0,20.0,30.0,,220.0,3560.0,,,,,80.0,14.16,0.2,,,2.95,0.45,,,,5014.95,,,1504.63,179.52,115.18,406.02,96.61,273.42,325.72,24.7,138.32,340.29,205.35,207.95,,203.44,,98.03,273.62,517.37,104.79,,0.71,0.02,3,식품의약품안전처,,130g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
모닝빵,189,134,69,#bd8645,D102-088000000-0001,모닝빵,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2088,208800,해당없음,20880000,해당없음,0,해당없음,100g,314,29.3,9.5,7.43,1.59,52.17,7.97,2.4,30.0,0.56,98.0,115.0,489.0,48.0,43.0,50.0,0.857,0.186,0.0,0.0,0.0,40.54,3.03,0.06,,,,,0.24,41.79,,,,,,,,,,,,,,,,,,1.56,,0.0,,,0.0,2.14,,4.27,,,10.0,0.0,,,0.0,0.0,,130.0,,0.93,40.0,400.0,60.0,,10.0,530.0,,0.0,10.0,0.07,,0.0,10.0,0.0,,,1530.0,30.0,90.0,40.0,,40.0,10.0,10.0,,90.0,1790.0,,,,,40.0,21.9,0.24,,,35.16,0.91,,,,9050.81,,,2827.69,310.27,237.24,760.8,152.21,434.77,501.11,139.67,368.5,433.69,344.09,344.79,,277.2,,222.77,501.63,1012.81,181.57,,0.99,0.06,3,식품의약품안전처,,70g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
모카빵,157,111,74,#9d6f4a,D102-089000000-0001,모카빵,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2089,208900,해당없음,20890000,해당없음,0,해당없음,100g,339,23.9,8.55,8.05,1.54,57.96,12.53,3.6,89.0,0.97,133.0,173.0,354.0,34.0,33.0,13.0,0.0,0.34,0.287,0.97,0.0,52.07,3.76,0.31,,,,,0.14,33.49,,,,,,,,,,,,,,,,,,3.29,,0.0,,,0.0,6.79,,2.45,,,10.0,0.0,,,0.0,10.0,,180.0,,0.53,50.0,570.0,60.0,,110.0,620.0,,10.0,10.0,0.05,,0.0,30.0,0.0,,,1500.0,100.0,150.0,70.0,,110.0,10.0,210.0,,120.0,1950.0,,,,,100.0,23.51,0.33,,,16.17,0.56,,,,7566.83,,,2708.32,286.18,208.47,619.04,39.15,350.58,393.75,38.55,291.17,426.89,287.99,316.15,,251.67,,144.64,408.15,652.79,143.33,,0.46,0.31,3,식품의약품안전처,,150g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
베이글,199,153,100,#c79964,D102-095000000-0001,베이글,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2095,209500,해당없음,20950000,해당없음,0,해당없음,100g,306,28.5,10.0,5.83,2.18,53.48,4.58,2.7,119.0,0.76,98.0,109.0,695.0,0.0,0.0,0.0,0.058,0.083,0.308,0.0,0.0,0.0,0.58,0.01,,,,,0.0,11.97,,,,,,,,,,,,,,,,,,0.38,,4.21,,,0.0,0.0,,0.0,,,10.0,0.0,,,0.0,0.0,,0.0,,1.52,0.0,10.0,20.0,,0.0,80.0,,0.0,10.0,0.04,,0.0,0.0,0.0,,,680.0,0.0,0.0,0.0,,10.0,0.0,0.0,,20.0,480.0,,,,,150.0,27.83,0.32,,,18.63,0.86,,,,9086.51,,,3421.75,328.48,207.8,625.59,114.1,383.38,477.59,120.71,279.43,385.47,256.99,293.33,,265.0,,181.9,448.86,1127.07,169.08,,1.71,0.04,3,식품의약품안전처,,120g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
샌드위치,182,147,91,#b6935b,D102-096060000-0001,샌드위치_닭가슴살,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2096,209606,닭가슴살,20960600,해당없음,0,해당없음,100g,240,53.2,12.18,11.92,1.78,20.96,3.09,2.4,58.0,0.17,129.0,200.0,438.0,10.0,0.0,121.0,0.174,0.113,4.896,0.38,0.0,28.07,3.16,0.17,,,,,0.24,22.87,,,,,,,,,,,,,,,,,,0.1,,0.96,,,0.45,0.02,,1.56,,,30.0,40.0,,,0.0,0.0,,0.0,,5.26,0.0,130.0,360.0,,0.0,930.0,,0.0,40.0,0.57,,20.0,30.0,0.0,,,4720.0,0.0,0.0,0.0,,100.0,10.0,70.0,,100.0,2050.0,,,,,60.0,21.26,0.22,,,23.3,0.84,,,,9833.24,,,2277.78,440.3,709.02,812.29,195.4,401.38,519.75,75.87,545.46,906.27,527.46,361.4,,446.88,,224.43,443.27,658.59,287.71,,9.22,0.16,3,식품의약품안전처,,230g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
소보로빵,208,152,83,#d09853,D102-097000000-0001,소보로빵,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2097,209700,해당없음,20970000,해당없음,0,해당없음,100g,392,19.6,8.27,15.13,1.39,55.63,16.69,2.9,42.0,0.74,107.0,120.0,396.0,54.0,52.0,17.0,0.0,0.157,0.0,0.4,0.0,50.53,6.39,0.57,,,,,0.13,21.96,,,,,,,,,,,,,,,,,,1.71,,2.96,,,1.57,9.31,,1.13,,,30.0,0.0,,,0.0,0.0,,330.0,,0.8,100.0,1010.0,90.0,,190.0,1060.0,,10.0,40.0,0.06,,0.0,30.0,0.0,,,2860.0,170.0,290.0,110.0,,200.0,10.0,360.0,,190.0,3190.0,,,,,90.0,22.57,0.3,,,17.6,0.69,,,,6950.01,,,2575.26,305.81,174.3,541.41,44.47,298.61,436.64,9.8,261.83,410.94,249.46,252.86,,228.53,,123.84,375.31,541.0,119.93,,0.47,0.0,3,식품의약품안전처,,70g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
식빵,195,147,96,#c39360,D102-100000000-0001,식빵,D,음식,1,가정식(분석 함량),2,빵 및 과자류,2100,210000,해당없음,21000000,해당없음,0,해당없음,100g,264,35.2,9.34,2.6,1.97,50.91,1.56,3.5,219.0,0.76,117.0,129.0,468.0,11.0,10.0,8.0,0.0,0.2,0.0,0.11,0.0,5.57,1.47,0.11,,,,,0.1,31.0,,,,,,,,,,,,,,,,,,0.39,,0.49,,,0.0,0.04,,0.65,,,0.0,0.0,,,0.0,0.0,,60.0,,0.46,20.0,200.0,20.0,,40.0,250.0,,0.0,10.0,0.03,,0.0,0.0,0.0,,,500.0,30.0,50.0,20.0,,30.0,0.0,70.0,,50.0,800.0,,,,,90.0,25.76,0.33,,,20.04,0.78,,,,7581.05,,,2895.08,286.06,208.25,590.79,51.68,273.21,410.12,57.75,268.82,360.63,246.89,262.25,,238.29,,163.61,411.47,698.44,157.71,,0.37,0.0,3,식품의약품안전처,,100g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
